plz;ort;bezirk;bundesland;gueltigab;gueltigbis;plztyp;internextern;adressierbar;postfach
8580;Köflach;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8582;"Rosental an der Kainach";Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8583;Edelschrott;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8584;Hirschegg;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8591;"Maria Lankowitz";Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8592;Salla;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8592;Salla;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8593;Graden;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8600;"Bruck an der Mur";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8605;Kapfenberg;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8611;"St. Katharein an der Laming";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8612;"Tragöß-Oberort";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8614;Breitenau;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8616;Gasen;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8621;Thörl;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8622;Etmißl;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8623;"Aflenz Kurort";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8624;Au;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8625;Turnau;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8630;Mariazell;Lilienfeld;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8630;Mariazell;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8632;Gußwerk;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8634;Wegscheid;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8635;Gollrad;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8636;Seewiesen;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8641;"St. Marein im Mürztal";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8642;"St. Lorenzen im Mürztal";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8643;"Allerheiligen im Mürztal";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8644;Mürzhofen;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8650;Kindberg;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8652;"Kindberg-Aumühl";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8653;"Stanz im Mürztal";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8654;Fischbach;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8654;Fischbach;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8661;"Wartberg im Mürztal";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8662;"Mitterdorf im Mürztal";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8663;"Dorf Veitsch";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8664;Großveitsch;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8665;Langenwang;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8670;Krieglach;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8671;Alpl;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8671;Alpl;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8672;"St. Kathrein am Hauenstein";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8673;Ratten;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8673;Ratten;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8674;Rettenegg;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8674;Rettenegg;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8680;Mürzzuschlag;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8682;"Mürzzuschlag-Hönigsberg";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8684;"Spital am Semmering";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8685;"Steinhaus am Semmering";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8691;Kapellen;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8692;"Neuberg an der Mürz";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8693;Mürzsteg;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8694;"Frein an der Mürz";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8694;"Frein an der Mürz";Lilienfeld;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8700;Leoben;Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8712;Niklasdorf;Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8713;"St. Stefan ob Leoben";Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8714;"Kraubath an der Mur";Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8715;"St. Lorenzen bei Knittelfeld";Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8720;Knittelfeld;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8723;Kobenz;Murtal;St;"2012-12-01";;"PLZ-Adressierung";extern;Ja;Nein
8724;Spielberg;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8731;Bischoffeld;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8732;Seckau;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8733;"St. Marein bei Knittelfeld";Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8734;Großlobming;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8740;Zeltweg;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8741;"Weißkirchen in Steiermark";Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8742;Obdach;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8750;Judenburg;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8753;Fohnsdorf;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8754;Thalheim;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8755;"St. Peter ob Judenburg";Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8756;"St. Georgen ob Judenburg";Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8761;Pöls;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8762;Oberzeiring;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8763;Möderbrugg;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8764;Pusterwald;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8765;"St. Johann am Tauern";Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8770;"St. Michael in Obersteiermark";Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8772;Timmersdorf;Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8773;"Kammern im Liesingtal";Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8774;"Mautern in Steiermark";Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8775;Kalwang;Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8781;"Wald am Schoberpaß";Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8781;"Wald am Schoberpaß";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8782;Treglwang;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8783;"Gaishorn am See";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8784;Trieben;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8785;Hohentauern;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8786;Rottenmann;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8790;Eisenerz;Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8792;"St. Peter-Freienstein";Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8793;Trofaiach;Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8794;Vordernberg;Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8795;Radmer;Leoben;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8800;Unzmarkt;Murtal;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8811;Scheifling;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8812;Mariahof;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8813;"St. Lambrecht";Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8820;"Neumarkt in Steiermark";"Sankt Veit an der Glan";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8820;"Neumarkt in Steiermark";Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8822;Mühlen;"Sankt Veit an der Glan";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8822;Mühlen;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8831;Niederwölz;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8832;Oberwölz;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8833;Teufenbach;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8841;Frojach;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8842;"Katsch an der Mur";Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8843;"St. Peter am Kammersberg";Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8844;Schöder;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8850;Murau;"Sankt Veit an der Glan";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8850;Murau;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8852;Stolzalpe;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8853;Ranten;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8854;Krakaudorf;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8861;"St. Georgen ob Murau";Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8862;"Stadl an der Mur";Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8863;Predlitz;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8863;Predlitz;Tamsweg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8864;Turrach;Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8900;Selzthal;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8903;Lassing;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8904;Ardning;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8911;Admont;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8912;Johnsbach;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8913;Weng;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8920;Hieflau;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8921;Lainbach;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8922;"Gams bei Hieflau";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8923;Palfau;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8924;Wildalpen;Scheibbs;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8924;Wildalpen;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8931;Landl;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8932;"Weißenbach an der Enns";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8933;"St. Gallen";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8934;"Altenmarkt bei St. Gallen";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8934;"Altenmarkt bei St. Gallen";"Steyr-Land";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8940;Liezen;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8942;Wörschach;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8943;"Aigen im Ennstal";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8950;Stainach;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8951;Trautenfels;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8952;Irdning;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8953;Donnersbach;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8954;"St. Martin am Grimming";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8960;Öblarn;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8961;"Stein an der Enns";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8962;Gröbming;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8965;Pruggern;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8966;"Aich-Assach";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8967;Haus;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8970;Schladming;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8971;"Rohrmoos-Untertal";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8972;Ramsau;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8973;Pichl;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8974;Mandling;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8974;Mandling;"St. Johann im Pongau";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8974;Mandling;"Sankt Johann im Pongau";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8982;Tauplitz;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8983;"Bad Mitterndorf";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8984;Kainisch;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8990;"Bad Aussee";Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8992;Altaussee;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8993;Grundlsee;Liezen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9020;"Klagenfurt am Wörthersee";"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9020;"Klagenfurt am Wörthersee";"Klagenfurt Stadt";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9061;"Klagenfurt-Wölfnitz";"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9061;"Klagenfurt-Wölfnitz";"Klagenfurt Stadt";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9062;Moosburg;Feldkirchen;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9062;Moosburg;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9063;"Maria Saal";"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9063;"Maria Saal";"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9063;"Maria Saal";"Klagenfurt Stadt";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9064;Pischeldorf;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9064;Pischeldorf;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9064;Pischeldorf;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9065;Ebenthal;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9071;Köttmannsdorf;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9072;Ludmannsdorf;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9073;"Klagenfurt-Viktring";"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9073;"Klagenfurt-Viktring";"Klagenfurt Stadt";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9074;Keutschach;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9081;Reifnitz;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9082;"Maria Wörth";"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9100;Völkermarkt;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9102;Mittertrixen;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9102;Mittertrixen;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9103;Diex;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9103;Diex;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9111;Haimburg;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9112;Griffen;Wolfsberg;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9112;Griffen;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9113;Ruden;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9121;Tainach;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9122;"St. Kanzian am Klopeiner See";Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9123;"St. Primus";Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9125;Kühnsdorf;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9130;Poggersdorf;"Klagenfurt Land";K;"2007-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9131;Grafenstein;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9131;Grafenstein;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9132;Gallizien;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9133;Sittersdorf;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9135;"Bad Eisenkappel";Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9141;Eberndorf;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9142;Globasnitz;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9143;"St. Michael ob Bleiburg";Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9150;Bleiburg;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9155;Neuhaus;Völkermarkt;K;"2007-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9161;"Maria Rain";"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9162;Strau;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9163;Unterbergen;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9170;Ferlach;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9173;"St. Margareten im Rosental";Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9173;"St. Margareten im Rosental";"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9181;"Feistritz im Rosental";"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9182;"Maria Elend";"Villach Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9183;Rosenbach;"Villach Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9184;"St. Jakob im Rosental";"Villach Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9201;Krumpendorf;"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9201;Krumpendorf;"Klagenfurt Stadt";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9210;"Pörtschach am Wörther See";"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9212;"Techelsberg am Wörther See";"Klagenfurt Land";K;"2006-03-01";;"PLZ-Adressierung";extern;Ja;Ja
9220;"Velden am Wörther See";"Villach Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9220;"Velden am Wörther See";"Klagenfurt Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9231;Köstenberg;"Villach Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9231;Köstenberg;Feldkirchen;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9232;Rosegg;"Villach Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9241;Wernberg;"Villach Land";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9300;"St. Veit an der Glan";"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9311;Kraig;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9312;Meiselding;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9313;"St. Georgen am Längsee";"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9314;Launsdorf;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9321;"Kappel am Krappfeld";"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9322;Micheldorf;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9323;"Wildbad Einöd";Murau;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9330;"Treibach-Althofen";"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9334;Guttaring;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9335;Lölling;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9341;Straßburg;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9342;Gurk;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9343;Zweinitz;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9344;Weitensfeld;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9345;Kleinglödnitz;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9345;Kleinglödnitz;Feldkirchen;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9346;Glödnitz;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9360;Friesach;Murau;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9360;Friesach;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9361;"St. Salvator";"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9362;Grades;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
9363;Metnitz;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9371;Brückl;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9371;Brückl;Völkermarkt;K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
9372;Eberstein;"Sankt Veit an der Glan";K;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
